time,region,category,cpi,purchase_volume,log_unit_value
31,Northeast,Grains,0.4700510235161653,1.0737162554697357,-0.25186234368671073
32,Northeast,Grains,0.873184722032943,0.5569829173407598,0.8058586597117811
33,Northeast,Grains,0.019873013804352413,1.5229349222435795,-0.006922881318398214
34,Northeast,Grains,-0.21150790171592102,0.3343748260910312,-0.3735225000659288
35,Northeast,Grains,0.5459771891886509,1.3223195671475094,-0.34353478697542295
36,Northeast,Grains,0.5959429949415411,0.28514867525769533,0.15187392455915574
37,Northeast,Grains,0.8363834296309819,0.9958941699997745,-0.42225988564670675
38,Northeast,Grains,0.2858071800869466,0.04913039159326372,-0.4959752078420285
39,Northeast,Grains,-0.08149744779998334,0.07653235582013924,0.08237605160502531
40,Northeast,Grains,-0.04462939372323599,0.19187895030865468,-0.38856561296618974
41,Northeast,Grains,-0.42595739230217844,0.2069459616517027,0.19335607973585658
42,Northeast,Grains,-0.026705180436400498,0.6866128711370708,0.7980319202932715
43,Northeast,Grains,0.5460930460391656,0.25165140939255554,-0.3615077293652641
44,Northeast,Grains,-0.15025477625788694,0.027796004904787678,0.6653544490319743
45,Northeast,Grains,-0.7491125713074026,0.06127525772899389,0.37950376639577915
46,Northeast,Grains,-0.1678081252039617,0.36443687334035,-0.017441280007166344
47,Northeast,Grains,-0.022289524970297025,0.3878665119409561,0.5918438011266153
48,Northeast,Grains,0.6452451549837626,0.2077894645432631,0.6249031144375408
49,Northeast,Grains,0.18888506586693807,0.09259256937851508,-0.44931927224797613
50,Northeast,Grains,-0.8562112942797518,0.1512879965205987,-0.3099434338295306
51,Northeast,Grains,-0.706415478404801,0.010060495386521021,-0.7088040741544578
52,Northeast,Grains,0.18323670575184714,1.5107768015716714,0.7769498643130971
53,Northeast,Grains,-0.33719174218066006,0.1088435606410106,0.15493168349432154
54,Northeast,Grains,0.2312607274275618,0.11164796818047762,-0.8248155798812845
55,Northeast,Grains,-0.3732018242217873,0.3150836002820485,0.5454252027031805
56,Northeast,Grains,-0.7282689558491919,0.7016870143232824,-0.6581797062429595
57,Northeast,Grains,1.0674903603510644,0.9853787561849892,0.05871412430745166
58,Northeast,Grains,-0.7775884116011033,0.1465881746262312,1.072366954343718
59,Northeast,Grains,0.9589156986742834,1.3587212338483496,-0.6597014351353672
60,Northeast,Grains,-0.10396332798021464,0.5720155841080428,-0.25720678442518097
61,Northeast,Grains,0.5938269348625558,0.6597989561377049,0.9175665993910532
62,Northeast,Grains,-0.28371913200514576,0.002840722324602004,0.3460102850634927
63,Northeast,Grains,-0.5310181109469361,0.20183690946558208,0.025752316750341578
64,Northeast,Grains,-0.26213601797398733,0.595521199178505,-0.47312135482455697
65,Northeast,Grains,0.1331777201113713,1.7203201911503316,0.010434616048176687
66,Northeast,Grains,-0.2224071675203025,0.9312476974662306,0.15217768303644758
67,Northeast,Grains,-0.0964721701177954,0.7814736781982662,0.16359854472434068
68,Northeast,Grains,0.6737705413035363,0.48181484544513187,-0.17273717661725893
69,Northeast,Grains,-0.6173720890353622,1.5789384480967366,0.05918024360413436
70,Northeast,Grains,0.1272346168687218,0.17275181915797694,-0.17603517591753012
71,Northeast,Grains,-0.7903339957735589,0.5342241965455885,-0.5077484717379263
72,Northeast,Grains,-1.0158674722415821,0.04439022112637758,-0.12469601941371496
73,Northeast,Grains,0.031690329654861356,0.20568663192292053,0.1047291740345579
74,Northeast,Grains,0.1538293783263128,0.6169962491560063,0.13476984359859134
75,Northeast,Grains,-0.03166085701893732,0.09132019344745254,0.12478121185510961
76,Northeast,Grains,-0.2924675225171999,0.6545688603121307,-0.1108439535542246
77,Northeast,Grains,-0.1367246679559619,0.15456178039312363,-0.32790966259512905
78,Northeast,Grains,1.2418386985759473,0.4456711538756887,-0.19986679921599745
79,Northeast,Grains,0.5926778033010709,0.6924231741297326,-0.014457536188307881
80,Northeast,Grains,1.8700119640149908,0.9763803367181337,-0.03315259590238595
81,Northeast,Grains,0.3807954947104399,0.24778913954893747,-0.13580115739462198
82,Northeast,Grains,0.5582387279777574,0.016463947171966233,-0.09925791794462786
83,Northeast,Grains,-0.5327271729771828,2.0020178903015777,-0.06580948250586123
0,Midwest,Grains,-0.7331323010353298,0.2949047368019819,-0.18167602181907708
1,Midwest,Grains,0.29862574292065325,0.6365039671180726,0.5966116724447251
2,Midwest,Grains,-1.0783491393880669,0.8392682435397223,-0.10065231527119407
3,Midwest,Grains,0.40869331301258793,0.19670804305136752,-0.07188234559114591
4,Midwest,Grains,0.5483648485921273,0.5023376326425102,-0.20936503683986885
5,Midwest,Grains,0.025962869245955773,0.8798557395456316,0.34786718559406204
6,Midwest,Grains,-0.3024250416378096,0.34428037200235095,0.26550491004725874
7,Midwest,Grains,0.5751461947271391,0.0955121178800861,-0.610752285804335
8,Midwest,Grains,-0.16779480446183626,2.4888365403900945,0.5166829740037231
9,Midwest,Grains,-0.07422130711088683,0.3309707138687372,0.019776929510071803
10,Midwest,Grains,-0.11322191984509276,0.7426808792817674,-0.24093654665142178
11,Midwest,Grains,0.3208836161507459,1.1549593756036125,0.6094384674893314
12,Midwest,Grains,0.28315548651301375,0.0824189909423391,0.2836991484012824
13,Midwest,Grains,0.2563725094489372,0.38115207167963183,0.5157094786791051
14,Midwest,Grains,0.49514376945982497,0.45265595573053086,0.08466134890255114
15,Midwest,Grains,-0.7469287605004589,0.6199419405031285,-0.5521947861989347
16,Midwest,Grains,-0.4916810795197378,0.09446256794035435,0.12226256396982547
17,Midwest,Grains,-0.48140711006919434,0.24283913033453214,-0.43095341333213655
18,Midwest,Grains,-0.21368091375119963,0.3193655790140231,0.7331273695853713
19,Midwest,Grains,0.13087749769873097,0.09243098766501814,-0.49490426238369817
20,Midwest,Grains,0.7112664399285509,0.1951710109083692,0.023839664739663428
21,Midwest,Grains,-0.9618603987612028,0.288428792009412,-0.1725842000210795
22,Midwest,Grains,-0.2630819101355476,1.695504644180759,-0.03790576701347477
23,Midwest,Grains,0.3216219655592123,0.20659545343369246,1.0746817886275495
24,Midwest,Grains,0.025643099053688268,1.0119807806547643,-0.05625995222162383
25,Midwest,Grains,-0.5302173943332503,0.16192621427277723,-1.5812502308985483
26,Midwest,Grains,0.08444595063180463,0.5677945986780955,-0.5534279883050066
27,Midwest,Grains,-0.636887109126962,0.004503730690557241,-0.04787735497911828
28,Midwest,Grains,0.47385180736153376,1.0984081178343457,-0.02362353683926733
29,Midwest,Grains,-0.6569691909809842,0.8816040567773662,-0.3042769854556024
30,Midwest,Grains,0.1084829639070305,0.7947740846343916,0.1453832747438691
31,Midwest,Grains,0.4847806047488465,0.7647420689183555,0.6576680520326166
32,Midwest,Grains,-1.026484282851327,0.2443612717229221,-0.5387525586871845
33,Midwest,Grains,1.4405166089971888,1.0490282536736921,0.1912418641515175
34,Midwest,Grains,0.029985271698206795,0.5665786407789595,-0.14519610214722514
35,Midwest,Grains,0.27688802421844533,0.06787540202241409,-0.12845622323786288
36,Midwest,Grains,0.4823397843716455,0.019002954786022503,-0.5991863031147922
37,Midwest,Grains,0.058361020860566146,1.8894856292247832,0.5969513404110705
38,Midwest,Grains,0.24010343407478932,0.15826257256170112,-0.6229523900181753
39,Midwest,Grains,0.3067661397024345,1.406647653632111,0.3342547712261038
40,Midwest,Grains,0.2060043945370901,1.100063371737915,-0.01840953099949218
41,Midwest,Grains,-0.6354816850029367,0.607125226380237,-0.3852932330940276
42,Midwest,Grains,-0.13128932874919058,1.200717775716003,0.3982955186695156
43,Midwest,Grains,-1.1582334032457071,0.7469366362386025,0.45457695982092966
44,Midwest,Grains,-0.3787408391257708,0.03720588671664397,0.42282777153601864
45,Midwest,Grains,-0.05657874574287825,1.238646001809454,-0.17056398833389005
46,Midwest,Grains,-0.035280428035814757,1.2801687343486723,0.2442179714519315
47,Midwest,Grains,-0.05647073128744573,0.14055631247659522,-0.2403376269000038
48,Midwest,Grains,0.10183829233300375,0.07661298134674628,-0.19626808731227702
49,Midwest,Grains,0.2231378054888508,0.29668096359819174,-0.4166467014130631
50,Midwest,Grains,-0.3537253692387906,0.5200287084746441,0.0316732940619745
51,Midwest,Grains,0.6034774335616343,0.2362952555518917,0.41875523781251217
52,Midwest,Grains,-0.5977198659721765,0.11263300633678833,-0.2828606684550548
53,Midwest,Grains,-0.46380680855298784,0.023174209209779896,0.6781724166705884
54,Midwest,Grains,0.7697199709643778,0.016355659517566512,0.397405079723978
55,Midwest,Grains,0.5655447310546124,0.6992676959403437,0.34049197615734034
56,Midwest,Grains,-0.17289190286353073,0.17025416367235516,0.4519210026511889
57,Midwest,Grains,0.15376337132716913,0.1634239430228869,-0.44132154647959115
58,Midwest,Grains,0.4205722758020061,0.012001861818134785,-0.2803046757160959
59,Midwest,Grains,-0.1589961563059544,0.56964387069297,-0.0817317341204604
60,Midwest,Grains,-0.7858303684053725,0.22342489038904506,-0.623898891752317
61,Midwest,Grains,-0.481063140696467,0.7161906913884561,-0.5234622231522673
62,Midwest,Grains,-0.5104481521137013,0.1544588500012954,-0.13126698663469388
63,Midwest,Grains,-0.5439674625261627,0.16426619825263816,0.9136738776017073
64,Midwest,Grains,-0.22993534204968588,0.0052240149169329245,-0.8471683075759695
65,Midwest,Grains,-0.23413142790217834,2.09496189642671,0.6312787950852284
66,Midwest,Grains,0.596604751716047,2.7507491048266894,-0.10930105205273852
67,Midwest,Grains,0.1751510038381878,0.10085073128990697,-0.7639855316204024
68,Midwest,Grains,0.5969017708853549,0.9957764095164505,0.12374781272951602
69,Midwest,Grains,-0.07375267388544775,0.07521706912666559,0.6052137248132649
70,Midwest,Grains,-0.24209873277484298,0.015499658890962695,0.710200886365825
71,Midwest,Grains,-0.08344500601123615,2.985515964359888,0.45402956481644374
72,Midwest,Grains,0.009612524390231005,1.9770523209246322,0.41831470490835954
73,Midwest,Grains,-0.4150350061995294,1.5895037091428281,0.5720899332645301
74,Midwest,Grains,0.3660231535120401,0.2821262775930211,-0.5936147416276432
75,Midwest,Grains,-0.689851224577375,0.2949420239124696,0.19240045709652398
76,Midwest,Grains,0.009559679060229783,1.3833165801501437,-0.5537197521322283
77,Midwest,Grains,-0.3428311272389105,0.8452832773047767,-1.2004809954061044
78,Midwest,Grains,0.28239981837053796,0.010924313635780608,0.8691811684698465
79,Midwest,Grains,-0.6013507751735024,0.9410366340911549,0.7395920071685655
80,Midwest,Grains,0.42745893971326343,0.054653627797961235,-0.6710670908551891
81,Midwest,Grains,0.7428699401238433,0.8420505256422441,1.2413978115451878
82,Midwest,Grains,0.6134936600108467,0.06296682668228944,0.7882271471556987
83,Midwest,Grains,-0.44965912479789294,0.383192998667558,0.3378559551815041
0,South,Grains,0.24825210622310317,1.0991999916172188,0.21153773003461243
1,South,Grains,-0.09251100303836018,0.3941897712647915,-0.27146066616467496
2,South,Grains,0.35209726688963167,0.6346036556038591,-0.07960180992950887
3,South,Grains,0.5679613368504897,0.45985540747642517,-0.5517864934505063
4,South,Grains,-0.6493592511137605,2.592578295478265,0.15031313481996095
5,South,Grains,0.7135751884056809,1.219891508364296,0.22046413545000748
6,South,Grains,0.2492835659103281,0.28493234390855593,-0.23355565157653088
7,South,Grains,0.47616262192134085,0.1438595860575636,-0.05403522194756973
8,South,Grains,0.3241687940914011,1.1520180026678415,-0.22705371703497512
9,South,Grains,-0.14204443229150432,0.21985841480394203,-0.015767743488268524
10,South,Grains,-0.22315412393807812,1.3069794053272568,0.6093267033259435
11,South,Grains,-0.23231682061854045,0.27808159651855624,-0.7163215731994507
12,South,Grains,-0.4092136221870407,0.5244083745745898,0.12819481475634797
13,South,Grains,0.7412016213630568,1.8820057311527256,0.25922398002266106
14,South,Grains,0.4330886875140241,0.2761622704565525,0.18952560855428985
15,South,Grains,-0.14093012127852528,0.9883508393194461,0.44944304252579165
16,South,Grains,-0.13639653298848506,0.24342459564407665,-0.24631470145057247
17,South,Grains,0.04724918700679703,0.6617871998187239,0.16900135429080204
18,South,Grains,0.26912344316707254,0.22160279875000316,0.1831128539357619
19,South,Grains,0.109866731317334,1.5067611720814549,0.6351770134818018
20,South,Grains,-0.648329478541764,0.30286046986778575,0.08309406244881604
21,South,Grains,-0.09049616833401826,0.27403916728993255,-0.5374474407606048
22,South,Grains,-0.43424529015657237,3.411173432740262,0.17990759324318537
23,South,Grains,-0.3131168836653465,0.39684664954741794,-0.2532148402597387
24,South,Grains,0.11142463550833062,1.537042534515683,0.3930222022022131
25,South,Grains,-0.07754092638933047,0.2629581441481908,0.21630090533219828
26,South,Grains,0.3483961128293444,1.615873918297796,-0.046217220488392614
27,South,Grains,-0.16586917407127472,1.1677848720983826,-0.19810933656397495
28,South,Grains,0.5953066312235443,1.4822677981510006,-0.0021787986435210967
29,South,Grains,-0.2949371605891101,0.6444203015136799,0.7055218223519009
30,South,Grains,-0.7666826377174808,0.3520621092369159,-0.1789627771614954
31,South,Grains,0.5912245448966809,0.1558227912428799,-0.5520799227164482
32,South,Grains,0.263004754062854,0.4061942746241887,-0.29915102915221226
33,South,Grains,0.3424318511170453,0.10648459743792295,-0.5042951440196982
34,South,Grains,-0.26156037924322056,1.040055738085127,-0.3277332777221871
35,South,Grains,-0.11305903581735105,1.0082639331058822,-0.08570713599979643
36,South,Grains,0.6806827626359939,0.15959618240594864,0.1494954464447049
37,South,Grains,0.7430472822391034,0.7534205925681274,-0.648903786534257
38,South,Grains,0.3536194947793294,0.24082648855233613,-0.04838025238235031
39,South,Grains,-0.12987119544554934,0.07497060053361537,0.01696750555117454
40,South,Grains,-0.13894741269714336,0.1153023728206339,0.0903892638069114
41,South,Grains,-0.4550490647364094,0.014928947228187057,-0.8048287195903231
42,South,Grains,-0.5847603077244767,1.7541702202612401,-0.28622513282066886
43,South,Grains,0.0836804111152478,0.022830653625229992,-0.14742159001711105
44,South,Grains,0.4088141465455664,1.0348897737201215,-0.008353429571605047
45,South,Grains,-0.035583366020535134,0.07230025233975834,-0.6581240862793653
46,South,Grains,0.09148867410065104,0.3288003457710147,-0.08837918692362465
47,South,Grains,-0.7385370533956077,0.2939428233851989,0.2083615529984926
48,South,Grains,-0.1635489739078862,0.6190850809938373,-0.2585954081518595
49,South,Grains,0.02261421007715283,0.602027987412421,0.15273268259933293
50,South,Grains,-0.20531267099291117,0.04432731802397844,-0.6099069332483947
51,South,Grains,-0.5572969307978992,0.14605869135508934,0.4540147513878915
52,South,Grains,0.3357339166516809,0.3646802612515092,0.11507733496850384
53,South,Grains,-0.21546726917319672,1.2007776150540672,0.464377107841081
54,South,Grains,0.45783943443113573,2.230781033523115,0.46938349207889
55,South,Grains,-0.28127263141323433,0.6995018707929136,-0.007281909511691294
56,South,Grains,1.1292720495138016,0.8941688568361681,-0.1912012758547597
57,South,Grains,0.1251909761115081,0.17510998714715242,-0.5267199808832955
58,South,Grains,-0.20670249952230313,0.7329475662080528,0.4427503006849799
59,South,Grains,0.21962510010537445,0.09801839261005321,-0.8381212051393208
60,South,Grains,1.434408167150822,0.23369029210398573,-0.26119926382457986
61,South,Grains,-1.0108537874712502,1.3387709793385032,0.16156828218164276
62,South,Grains,-0.6088676865664867,0.13986172693169152,0.392879418481639
63,South,Grains,0.2950594888525308,1.7120730938170594,0.09128087202097919
64,South,Grains,0.8087512998772287,0.5477074546538747,-0.12907480008391428
65,South,Grains,-0.210523007476795,0.01512548513412978,-0.34941834662742716
66,South,Grains,-0.6391767146987918,0.9658122161464058,0.8528632586053717
67,South,Grains,0.18773737855923556,0.47286862302127075,-0.90470664520567
68,South,Grains,-0.4776464114121411,3.080897701115259,-0.15344890978509648
69,South,Grains,0.37698943831069903,0.3229482298096021,0.749057356275777
70,South,Grains,0.6199705815755919,0.024045090501507122,0.0837358090301342
71,South,Grains,0.2429955817217118,0.5493691566547307,-0.2132753063139849
72,South,Grains,-0.6423001972997241,0.29911552866299945,0.40342246737595755
73,South,Grains,-1.332742700617722,0.10696065293257857,0.1595001526741983
74,South,Grains,0.16104332737947785,0.008066917565100624,0.3764430254417188
75,South,Grains,-0.12057214944994163,1.0060718841290635,-0.5281065055452148
76,South,Grains,-0.34358975713939666,0.5129598403690339,-0.1516885615545903
77,South,Grains,-0.7012514954281336,0.4857395703133438,0.3185700446055223
78,South,Grains,0.28071474381944705,0.7552246153074584,0.19770315688117357
79,South,Grains,0.15467783473719576,1.8369230217391492,0.8941387179099785
80,South,Grains,-0.17578894657910538,0.7684524766820751,-0.4018604905747551
81,South,Grains,0.09216806206040407,0.5951831694412312,0.47975383960712426
82,South,Grains,-0.1586715813147212,0.7004001872650283,-0.47346397098445825
83,South,Grains,0.5685481807734954,0.10084451179993104,0.06315407721402905
0,West,Grains,-0.3936831771448679,0.1139566780842014,0.5583001326200957
1,West,Grains,-0.205624614529318,1.6069794631654264,-0.7967687804740444
2,West,Grains,0.08532515964132585,0.32597466682394344,0.9446856922727469
3,West,Grains,0.1104147439866348,0.13648301813242328,-0.4292046340425962
4,West,Grains,0.9280029997382045,2.1019186426075622,-0.1447509695117551
5,West,Grains,-0.24286045617269714,0.28738404003282386,-0.279344433450234
6,West,Grains,-0.19706322896233353,1.3426838553881808,-0.6015977750064152
7,West,Grains,0.30903271299584684,0.017437980820735294,-0.0310478982213402
8,West,Grains,0.22560087291144978,1.0630264395462437,-0.6360689326680538
9,West,Grains,0.7287583093854236,2.5957301692257726,-1.1546538341752874
10,West,Grains,0.07342297735278859,2.6735698914617707,0.22439241846186925
11,West,Grains,-0.3550393384413803,0.7066350473431827,-0.5633325106480322
12,West,Grains,0.7943005413268925,0.034749688850585464,0.3200405861580602
13,West,Grains,0.40610071113415064,0.5655350939401071,-0.37183986190556756
14,West,Grains,0.4452970256317173,0.13250578463883134,0.3392390816839892
15,West,Grains,0.05291170546269984,0.18664066648731628,-0.07397676974287268
16,West,Grains,-0.06345802354535698,0.022699653661825886,0.6479940605766112
17,West,Grains,0.2994346024517467,0.26377722496787703,-1.1357609101560429
18,West,Grains,-0.4066262736764328,0.05331344157457352,-0.16233178264109951
19,West,Grains,0.8867674506018601,0.17695030073324838,0.306327422444351
20,West,Grains,-0.2855185601102339,0.7782842746345283,-0.26473531981452214
21,West,Grains,-0.2581892789330489,0.3185465990876158,0.0936218257898179
22,West,Grains,0.03797905607783816,0.06452248914607261,0.16619621466125356
23,West,Grains,-0.7895686400150664,0.23415491171181202,0.8031054727988293
24,West,Grains,0.6129489772060288,0.06531747342038018,0.4941191345495182
25,West,Grains,-0.7512048832525746,2.254623507347934,-0.04957582596328953
26,West,Grains,-0.2585211161012925,0.9644482780929567,-0.10337984249254523
27,West,Grains,-0.06761951089287456,0.008158092697461445,0.6044854490451822
28,West,Grains,0.30599394023070664,0.2835154941269631,-0.6937482883888416
29,West,Grains,-0.5691305026744727,0.14594530985684523,0.21778867268561594
30,West,Grains,-0.12418265147388291,1.1310169423059784,0.35565656217878544
31,West,Grains,0.20971510756783884,0.01515414415058762,0.3393798590485367
32,West,Grains,0.006267943170369582,0.17120624453629762,-0.15763580254366197
33,West,Grains,0.4859091320043251,1.2582498614426614,0.414462140980857
34,West,Grains,0.13536170038879644,0.5971909228854405,0.21196031048180333
35,West,Grains,-0.703635044731488,1.2987516881958805,0.11826791281297859
36,West,Grains,0.2523331205313331,0.2197869187220931,0.7287449768379697
37,West,Grains,-0.16425837676621913,0.10761745274066925,0.34596338148639677
38,West,Grains,-0.35700051469489236,0.09529233102997144,-0.7945025312636635
39,West,Grains,0.42682524538812205,0.20893643330782652,-0.44369912360622193
40,West,Grains,0.19435140479284743,0.565870540188559,-0.6051214269378449
41,West,Grains,0.07843434696763994,0.5087389461416086,0.7500374717857158
42,West,Grains,-0.5570990593455406,1.0767877548372906,0.11816746555806476
43,West,Grains,-0.08446121182884374,0.713163636596807,0.5282880456482453
44,West,Grains,-0.19379132614848152,0.781132336677917,-0.09874305072974447
45,West,Grains,0.4849026350812514,0.6995930052289003,0.05499863683451501
46,West,Grains,-0.2223137696214001,1.1165454312598866,-0.1646241872607538
47,West,Grains,0.051772168060924426,0.8799997605103336,-0.24597153350657172
48,West,Grains,-0.8528099892753427,0.43416041104743874,-0.11990408077831392
49,West,Grains,-0.11148940613336716,0.7674175103225391,0.0019119437203165466
50,West,Grains,-0.3583522972696308,0.288625780493021,0.6973400905205608
51,West,Grains,-0.48573962292272505,0.7570036686676822,-0.3055659744064916
52,West,Grains,-1.106372424497021,0.6094920622525692,0.842870956587257
53,West,Grains,0.3806930607964617,0.5628703859441739,0.3859920825442938
54,West,Grains,-0.4003528919003664,0.4275004795309006,0.5908217074462264
55,West,Grains,0.35996816501186885,0.5339274798458842,-0.19311228991268842
56,West,Grains,0.5924205510496656,0.15119762820329377,0.179403674082836
57,West,Grains,-0.4636074010111021,1.2837044608529569,0.9362414737490382
58,West,Grains,0.9755015042091423,1.8010073166742169,0.2287667781390357
59,West,Grains,0.039823244512946235,0.5087465940811817,0.7531857224892082
60,West,Grains,-0.03897274778098484,2.9489313164394897,-0.30804699616644954
61,West,Grains,0.154920159250182,0.46972480667157424,0.6105565622020989
62,West,Grains,0.14539091518405925,0.4533795664707819,-0.30961848626960226
63,West,Grains,-0.4234624373825498,0.5617312859300996,-0.3082222381505855
64,West,Grains,-0.02301650977374985,0.3779066108788053,0.0754685607794914
65,West,Grains,-0.643512918565133,0.19367211705188814,-0.5920716945839541
66,West,Grains,-0.8034567041333094,0.10516921306649843,-0.010519746329603058
67,West,Grains,-0.49641746921699614,0.2970009970789154,-0.4709660277071495
68,West,Grains,-0.408828414688777,0.2720526635948444,-0.07314113803323541
69,West,Grains,0.31287940038933154,4.758461939511777,-0.14943936123698398
70,West,Grains,-0.2868538776764049,1.1605893733040653,-0.8399411421251302
71,West,Grains,-0.905357386472901,0.6122009269613108,0.28747778919352657
72,West,Grains,0.5766115417775708,2.634373370417993,-1.0824749206958693
73,West,Grains,0.8136169476141862,0.23596707258172134,-0.3728041735742035
74,West,Grains,-0.3037760290965813,1.147369001004712,-0.15680825663571232
75,West,Grains,-0.1943316275747368,1.1720488368904751,0.4381261813231225
76,West,Grains,0.3723319722168533,0.6373724092759769,0.2558248208182989
77,West,Grains,-0.03275990376910667,0.2307164104034503,-0.4097996810663099
78,West,Grains,0.47436341126900183,0.054854519975682095,0.3152282652040204
79,West,Grains,-0.4502135614055323,0.7405638762780111,0.87778672155964
80,West,Grains,-0.9678303666422217,0.24235336917142072,0.4550986239537864
81,West,Grains,-1.1556858693277123,0.05673582326036778,-0.7754122276762999
82,West,Grains,0.775486605018984,0.15612551073233286,0.67771643470069
83,West,Grains,0.4275133222663428,1.9776448046293735,-0.548763270955428
0,Northeast,Fruits,0.042120209116758754,0.6989110490648033,0.3057242710434996
1,Northeast,Fruits,-0.6910095534047154,1.1843898494478227,-0.8037665012084366
2,Northeast,Fruits,0.4510252190935609,1.6776819117055561,0.2834766603010145
3,Northeast,Fruits,1.1145964264162533,0.6423449799045986,-0.24189485071135636
4,Northeast,Fruits,-0.5600806045868435,0.23775395440558592,0.4595341136477676
5,Northeast,Fruits,-0.5410591015610319,1.2491846742169224,0.1023320536783871
6,Northeast,Fruits,-0.16345620004224373,0.19086864280203977,-0.10524897974091874
7,Northeast,Fruits,-0.1412886226640233,0.05165763869068839,0.033269248612048906
8,Northeast,Fruits,-0.781063031647919,0.04750943401207526,-0.3220825070674035
9,Northeast,Fruits,0.18127835003454948,0.787804424113838,-0.35570564253558024
10,Northeast,Fruits,0.4057743330118263,0.756710048736938,0.21800899873179885
11,Northeast,Fruits,-0.11744784344778425,0.12147897987205376,0.2852221116266825
12,Northeast,Fruits,-0.8676733162980678,0.08814656879847904,0.3198443675657931
13,Northeast,Fruits,-0.5207556251651286,0.17308808335413534,-0.4691009218770924
14,Northeast,Fruits,2.0613138663368846,0.42592583833956,0.465682232260142
15,Northeast,Fruits,-0.2590040348230483,1.3291845917141598,0.08859257770422038
16,Northeast,Fruits,0.09355854755711057,0.4681881651900546,0.12113460287219761
17,Northeast,Fruits,-0.707095986138182,0.3952338431651393,1.3861159648174393
18,Northeast,Fruits,-0.31828269279619925,0.08725142292678356,-0.14919785360459348
19,Northeast,Fruits,0.7605648279390745,1.3091371990180176,-0.6129635005112766
20,Northeast,Fruits,-0.31562627833611007,0.09130343329161406,-0.6215760200864643
21,Northeast,Fruits,0.38407387975407176,0.7178218586711484,0.2891516418640751
22,Northeast,Fruits,-0.09337462790266718,0.42046451258162654,-0.2731916538430991
23,Northeast,Fruits,0.840984838986262,0.10358639433979988,0.5380335991254104
24,Northeast,Fruits,0.07108024891339512,0.41712855733931065,-0.7296030286393574
25,Northeast,Fruits,-0.6325529920598576,0.0662946111212174,0.6151377568629911
26,Northeast,Fruits,0.19671021597575605,0.6670464767483951,-0.264122127485831
27,Northeast,Fruits,-0.5463446451949553,0.16471669481446344,0.0030067346425020625
28,Northeast,Fruits,0.42005438817250906,0.38613828333715594,-0.16532911451486945
29,Northeast,Fruits,-0.022182689088595775,0.48532834646285383,0.0367830120540505
30,Northeast,Fruits,0.3704101602742136,0.08121868874877691,-0.529817636648937
31,Northeast,Fruits,-0.5695747785955281,0.4182678318272034,0.108249436211641
32,Northeast,Fruits,0.916714834626029,0.5462475282170456,-0.29179554056246987
33,Northeast,Fruits,0.29299285458065255,5.2051044960219555,-0.11498050326614935
34,Northeast,Fruits,0.9194735810827793,0.3748706802725792,-0.1304263960959247
